label,statement
1,The ERA could also mandate that schools allow biological males to compete in girls' sports.
1,President Trump's Republican Party will create more debt in one year than was generated in the first 200 years of America's existence.
0,"You know, not everybody started out with $400 million on a silver platter and then filed for bankruptcy six times. started out with $400 million on a silver platter and then filed for bankruptcy six times."
0,"Biden's plan to pay other people's college loans using my tax dollars is a great idea,"" a waitress says with mock enthusiasm.
""Want to be a struggling artist?"" a mechanic says. ""College is on me. Tell Congress, stop Biden's bailout for rich kids. the education debt of people with valuable degrees,"" including ""white-collar professionals with high future salaries. bailout for rich kids."
1,"It's late at night, and a light is on in the Governorâ's office. Kathy Hochul is hard at work, and it shows. Since taking office, she's passed over 400 new bills."
1,"Well, Senator, the filibuster. That is a Senate rule that was created by senators later, in fairness. It's not a Founding Father idea."
0,"CBS committed fraud. CBS and 60 Minutes defrauded the public by doing something which has never, to this extent, been seen before. They 100% removed Kamala's horrible election changing answers to questions, and replaced them with completely different, and far better, answers, taken from another part of the interview. replaced"" Harris' ""60 Minutes"" interview answers ""with completely different, and far better, answers, taken from another part of the interview."
0,"During Covid, Tim Walz rationed access to monoclonal antibody treatments based on skin color. Being non-white gave a person more priority than having hypertension, and was equal in importance to having massive risk factors like diabetes or cardiovascular disease. How many people did Walz kill because he thought they were less deserving due to their race?"
1,Right now 5% of Americans donate to political campaigns and candidates.
1,"Not only did Governor Tim Walz sign legislation giving free college and free health care to illegal immigrants, but he sat on the sidelines and watched Minneapolis burn for four days straight."
0,"Bad policy and incompetence""  not the planet's changing temperatures  are to blame in the Los Angeles wildfires. So we are abundantly clear it has nothing to do with climate change or Donald Trump. The Los Angeles wildfires have nothing to do with climate change."
1,"We've taken the poor off of the rolls. They don't pay income tax any more. Most people below $50,000 donâ't pay any income tax. The top 1 percent in our country pay 40%."
1,"The National Defense Authorization Act for fiscal year 2019 includes the largest pay raise in nearly 10 years and provides our service members with the resources, equipment and training they need."
0,"Now we have about 1,You know what the average tax they pay is? About 3%. Look, no billionaire should pay a lower tax than a schoolteacher or a firefighter. The average tax for billionaires is about 3%. a lower tax than a schoolteacher or a firefighter."
1,"One in six local election officials have received threats of violence, doubling the number of threats against judges in just the last four-year period."
0,"Classified documents can never be taken out of a SCIF, ever. Nobody's claiming that it's OK to have a, certainly I'm not, that it's okay to have classified information anywhere outside of a SCIF. Classified documents can never be taken out of a sensitive compartmented information facility, ever."
1,"Additionally, I want to just emphasize the growth of Texas. Just in the Austin MSA alone, 150 people move here every day."
1,"Voter ID is supported by an overwhelming majority of NYers, from all across the state, walks of life, & political parties."
1,"Three hundred sixty thousand Pennsylvanians fought on the side of the Union to defeat the flag, that Confederate flag, including more Black soldiers coming from Pennsylvania than any other state in the nation."
0,"Ruben Gallego wanted to defund the police. He actually co-sponsored legislation to defund the police. You, Gallego have voted to defund the police. Gallego wanted to defund the police. He actually co-sponsored legislation to defund the police."
1,"In December of 2017, the Prince William board of supervisors had a meeting... Corey Stewart skipped that meeting to go campaign in Alabama for Roy Moore to be a U.S. senator."
0,"These efforts all come as Congress considers the misleadingly titled 'Civics Secures Democracy Act,' which would allow the Biden Administration to buy off states with $6 billion if they sacrifice American History for Critical Race Theory and Biden's other political whims of the day. There is no truth to the claim that the proposed Civics Secures Democracy Act is a backdoor effort to mandate the teaching of critical race theory. Education is primarily a state and local responsibility in the United States. The Civics Secures Democracy Act would allow the Biden administration to buy off states with $6 billion."
1," @POTUS  no it's not -in fact, your own administration published a study concluding 4/5 new cars on the road by 2050 will still require liquid fuels..."
1,"For African American families in particular, the homeownership rate remains relatively unchanged since 1968, the year the Fair Housing Act was signed into law. Unfortunately, federal housing policy has done little to address the affordability of housing. It's too expensive and too far out of reach."
0,and his liberal friends treat Black Americans like second-class citizens. send a fortune to Ukraine but nothing for our children.
0,"People have concerns about the election process and oh by the way, it's not just Republicans; it's Democrats. In 2016, Democrats suggested that the election was stolen. Concern over election fraud is a bipartisan issue."
1,"Under Emanuel, CPS has become the most understaffed school district in Illinois."
1,"Since 2011, we have documentation of 1,671 dead bodies we have recovered in Texas, many in Brooks County."
1,"Every single city and county in Virginia, their unemployment dropped, and in most of the rural communities, it dropped by over 50 percent."
1,"43 of Joe's legislative proposals have become law, including 21 since President Trump took office."
0,Harvard is sitting on top of a $54 BILLION hedge fund they call an 'endowment' that they pay zero taxes on. Yale has $31 Billion. Stanford $29 Billion. Princeton $26 Billion. 'Elite' schools sit on a goldmine but the middle class will foot the bill for student loan forgiveness.
1,Fentanyl is the leading cause of death for Americans 18-45.
0,"Jack Smith is a lousy attorney. His career is filled with mistrials, overturned cases, and judicial rebukes. He only targets Republicans because he's a weak little b---- for the Democrats."
0,"We take every tuition increase very seriously, but we work diligently to leverage federal, state and externally funded financial aid to our students so the cost is manageable. The university has also increased the amount of unfunded institutional aid provided to students and expects this amount to exceed $134 million in  Increased the amount of unfunded institutional aid provided to students and expects this amount to exceed $134 million in "
1,Molinaro supports putting a female inmate in shackles during childbirth.
0,"We have seen over the last 10 years, under Republican agencies and Republican governors, a rise in the murder rate in Arizona of 20%. We have seen over the last 10 years under Republican agencies and Republican governors a rise in the murder rate in Arizona of 20%."
0,"North Carolina GOP is reintroducing a bill that says life begins at conception and anyone who destroys that fertilized egg is guilty of first-degree murder. The claim captures some of the bill's intentions, but falsely says it was 'reintroduced' by the 'North Carolina GOP' and ignores key details about the bill's status and potential for becoming law."
1,Energy costs are the highest in 15 years.
0,"Republicans DO NOT want to throw doctors and women in jail. Mothers should be held harmless under the law. A person convicted of performing or attempting to perform an abortion shall be guilty of a felony punishable by a fine not to exceed $100,000, or by confinement in the custody of the Department of Corrections for a term not to exceed 10 years. A person performing an abortion faces a minimum penalty of five years in prison. In each state, a doctor found guilty of breaking the law faces a possible, or in some cases, a mandatory prison sentence. Republicans do not want to throw doctors in jail for violating abortion laws."
0,"Tim Ryan pretends to care about the working class, but he's a fraud who does nothing while his friend Joe Biden uses the ATF to illegally track your gun transactions and trample on your 2nd Amendment rights. Unlike Tim Ryan, I'll fight to end Biden's illegal gun database. Once you allow gun registry, you effectively allow the disarming of your citizenry. Anytime a government agency infringes on the Second Amendment, any reasonable constitutionalist will deem that illegal. Biden uses the ATF to illegally track your gun transactions."
1,About New York state: We have the highest debt per capita.
0,"What is it with liberals that want to control every damn aspect of your life? ... Now these idiots have come out and said, 'Drink two beers a week.' That's their guideline. Well, I've got to tell you, if they want us to drink two beers a week, frankly they can kiss my ass. So that's why Biden is trying to limit you to two beers per week. Biden is trying to limit you to two beers per week."
0,"Nevada ranks 50th in election integrity ratings,"" he said in a Feb. 2 Facebook ad.
They have a one-sided view of what's important,"" said Matthew Weil, an elections expert at the Bipartisan Policy Center.
essentially anti-mail voting,"" said Thessalia Merivaki, a political scientist and expert on elections at Mississippi State University.
At a time when voter concerns about hacking of voting machines and electronic counts have never been greater, paper ballots and audits provide a much-needed basis for confidence in election outcomes,"" Strasburger said.
a clear bias about specific processes, such as absentee voting. It completely ignores security protocols that states have to ensure secure voting,"" said Merivaki.
To their credit, they identify some healthy election practices, such as participation in the interstate program ERIC, but they also look down on practices that would actually create more accurate voter rolls and improve the voting experience for citizens, such as automatic voter registration,"" said Matthew Germer, a fellow at the R Street Institute.
"
0,"Eighty-two percent of the country understands that it was a rigged election. You can't have a country with that. A poll came out: 82%. But they go after the people  they don't go after the people that rig the election, they go after the people that are looking. 82% of the country understands that it was a rigged election."
0,"Remember, Donald Trump was impeached for threatening to withhold military aid from Ukraine. And remember, 52 out of 53 Republican senators voted to let Trump get away with it. Donald Trump's appeasement of Putin wasn't just a personal act of treason, it's the Republican Party's official position."
1,"In 30 states, average teacher pay is less than the living wage for a family of four. The teacher pay gap is a national crisis."
0,"Senator Mike Lee advised Trump's legal challenges to overturn our election. He was one of only two senators who was in on the scheme, receiving the plan four days before the January 6th insurrection."
1,"A bill passed by GOP legislators makes it harder to prosecute people and groups that violate campaign finance laws."""
0,German perverts open bestiality brothels. One thing we predicted was that if you lift the traditional social and political restrictions on sexual activity and you redefine marriage and you redefine the whole family you're going to have people not just having sex with each other  you're going to have people having sex with animals.
1,I think one of the biggest takeaways for me was finding out the vast majority of the folks coming into Fort McCoy is that they are not the SIVs.
0,legalizing abortion should be left up to states while recognizing the sanctity of life. This concept is so novel and repugnant to the Democrats that they would put forward a radical and extreme abortion bill that would permit abortion even up until birth for any reason. would permit abortion up until delivery.
0,The NFL admits to canceling Elon's DOGE Super Bowl ads. Time to cancel the NFL.
0,Biden wants to immediately stop all aid to Israel. Any Jewish person who votes for Crooked Joe Biden should have his/her head examined! Biden wants to immediately stop all aid to Israel.
1,"Texans have some of the highest property taxes in the nation, and the tax only goes up. We will put the broken property tax system on a path to zero."
0,is divided 50-50 on whether they support Hamas or Israel. Young people in the country are lost. Gen Z is divided 50-50 on whether they support Hamas or Israel.
0,"We do need entitlement reform, but we can't just slash entitlements; it's more complicated than that, right? We can't pull the rug out from seniors who are currently receiving Social Security, who are currently receiving Medicare. People have built their financial lives around these programs. And so, how to reform the system in a way that doesn't actually hurt the people who paid into it, right? We've got to cut the knot at some point, though, because, I'll tell you what, I'm not going to receive Social Security.  My kids, they're not going to receive Social Security. And we need fresh and innovative thinking, right? Maybe we should privatize Social Security, right? Private retirement accounts, get the government out of it, past a certain point, because the government, it is just too big. I don't think we should, like, mess with Social Security. Keep it. I do not want to privatize Social Security. I think, in context, I was talking about something very different. We can't change the system. We can't pull the rug out from seniors. I will never, ever support cutting Social Security. We want people to invest. We want people to feel secure and thrive. And then you want well-tailored government programs, like Social Security, to serve as a backstop to make sure that no one falls through the"
1,Johnson called climate change 'bull - - - -' during a record heatwave and raked in over $700k in fossil fuel cash.
0,"So, the United Nations has warned Christians that if we do not fully accept the legalization of pedophilia that we will be excluded from participating in society. UN chief: Christians who don't accept MAPs will be excluded from society."
1,"This year I'm proposing we act to approve an extreme risk law. It creates a legal way for law enforcement and the courts to temporarily remove firearms from someone who has shown dangerous behavior, and who poses a risk to themselves or others. This idea has passed Republican legislatures in other states and been signed by Republican governors"
0,"Bennie Thompson actively cheer-led riots in the '90s. So, he had no problem with violence against the police then. My position is that people are entitled to live as they choose, so long as they are law-abiding and peaceful."
1,Virginia's economic growth has stalled at less than 1% per year for eight years.
0,NEWSFLASH  the '+' includes [pedophilia]!! Mo Green will not keep our children safe!
0,"If the Dow drops 1,000 points in two days the President should be impeached immediately. If the Dow Joans ever falls more than 1000 'points' in a Single Day the sitting president should be 'loaded' into a very big cannon and Shot into the sun at TREMENDOUS SPEED! No excuses!"
0,"completely blocked the Durham Freeway in Durham, North Carolina, during rush hour, stranding drivers and compromising the free flow of commerce. No arrests were made. needs to be a crime throughout the country. I'm sure any North Carolinian who was stranded in traffic that day for hours wanted the activists to be arrested on the scene to stop the traffic blockage. no arrests"" of protestors who blocked Durham Freeway on Nov. "
0,"It might shock you to know that the National Human Trafficking Hotline that was funded by Congress to report tips to law enforcement, in the last four years decided that they would no longer report tips to law enforcement, that they would take a more victim-centered approach. This fell in line with a lot of what we saw over the last four years, with people saying things like, defund the police, abolish the police, nonsense policies that lead to an explosion in crime. The National Human Trafficking Hotline decided in the last four years to 'no longer report tips to law enforcement' and to take a more victim-centered approach."
1,"The United States imports 50 percent of at least 50 mineral commodities each year, including 100 percent of 21 of them."
0,"Kamala Harris and Sherrod Brown are responsible for flooding Springfield, Ohio with thousands of illegal Haitians who are sucking up social services and even reportedly killing and eating pets. We need to deport illegals, not invite them to wreak havoc on our communities. Illegal"" Haitians in Springfield are ""reportedly killing and eating pets."
1,"Over the past two years, climate and weather disaster damage has cost the U.S. over $400 billion and our economy will lose over $500 billion annually from lost labor, crop failure and damages related to extreme weather if we don't act on climate now."
1,President Trump has the strongest support percentage-wise in our state than any other state in the nation. He won West Virginia by almost 43 percentage points and he's been carrying close to the 60 percent approval.
1,"324,000 pregnant people experience domestic violence during their pregnancy, which creates trauma that stays with survivors, impacting their physical and emotional health."
1,Wisconsin was the last state to pay out COVID-related federal unemployment money.
1,Tony Evers says that tax dollars should pay for the abortions just like they pay for tonsillectomies.
1,"Over 30 states passed the legislation to ban powdered alcohol, and Missouri is not one of them."
1," John Culberson was caught using campaign cash on collectibles, including Civil War memorabilia and fossils."
0,"We have people who were indicted for the very thing we are talking about right now, who pled guilty and frankly, those votes altered the outcome of Yuma County. How do the people who were disenfranchised through nullification, how do we help them? Ballot harvesting in Yuma County altered the outcome in the August 2020 primary."
0,"I think the U.S. needs the equivalent of an Iron Dome because Russia has hypersonic missile capabilities ahead of that of the U.S. We are vulnerable to new threats on our homeland. Those hypersonic missiles can reach the United States today, we're badly vulnerable. We don't have an Iron Dome in this country, yet, we're vulnerable to nuclear missile attacks any given day. Russia has hypersonic missile capabilities ahead of that of the U.S."
0,"Nearly 60% of all student loan debt is held by the rich and upper-middle class. So, by forgiving student loan debt, we would be handing the wealthy a financial windfall while low income Americans suffer further from inflation and rising costs. Beneficiaries of across-the-board student loan forgiveness would be higher income, better educated, and more likely to be white than beneficiaries of just about all other programs designed to reduce hardship and promote opportunity and targeted to those who need help."
0,"Republican legislators like Ted Davis and Michael Lee from Wilmington, John Bradford and Tricia Cotham from Mecklenburg County, made campaign promises to protect women's reproductive health. They still have time to keep those promises if they vote to sustain Governor Cooper's veto. This bill will impose additional delays and burdens on care during the first 12 weeks and beyond. Bradford, Cotham, Davis and Lee made campaign promises to protect women's reproductive health."
1,Richmond was one of the only cities in the state that did not roll back their real estate tax to those pre-recession rates.
0,Jon Tester voted to give taxpayer-funded health care to illegal immigrants.
1,We made parity between mental health and physical health. It was a fundamental breakthrough in how we thought about how things should work.
0,"That is why the Biden administration was pushing to get in as many illegals as possible and spend every dollar possible to get as many, because every one of them is a customer. Everyone's a voter. The whole thing was a giant voter importation scam. It might take years for immigrants to gain citizenship, but it would be 'an investment that is guaranteed to pay off.' Biden's immigration policy was 'a giant voter importation scam."
0,"Drug traffickers, rapists, poisoning our country. Nikki Haley refused to call illegals criminals. Haley even opposed Trump's wall, and Haley repeatedly pushed amnesty for illegals.
"
0,"supports an open border admits there is no plan to address the border crisis. wants to hand out $450,000 to illegal immigrants."
1,"ICYMI: For only the second time since 2000, there are more job openings than Americans who are unemployed. Tax reform and a pro-growth agenda have unleashed America's economic engine."
0,"Katie Hobbs had a clear conflict of interest to supervise an election in which she was a candidate. Candidates are prohibited from being even poll workers, much less supervising the entire election. Hobbs has created an aura of self-interest and fraud, tainting this election."
1,Andrew Gillum  is a guy that is presiding over the highest crime in Florida four years running.
0,"The big stat  and this happened during the first Trump administration  nobody likes to talk about it. Wages adjusted for inflation were massively up under Donald Trump for Black men, for Black families, but for all Americans. The wage gap that Democrats love to lecture about  the wage gap in 2019 was actually shrinking under Donald Trump's administration. Wages adjusted for inflation were massively up under Donald Trump for Black men. The wage gap that Democrats love to lecture about  the wage gap in 2019 was actually shrinking under Donald Trump's administration."
0,"Democrats are giving illegal migrants another tool to break into our country. This week, they introduced a bill that would ban detaining gay illegal immigrants. If a migrant gets caught crossing the border, all they would have to say is they are gay or lesbian or bisexual or trans and then Border Patrol lets them go, they are out of detention. The presumption of release isn't necessarily a higher bar to detention. The idea that it's a 'get out of jail free' card is just not accurate. Democrats introduced a bill that would ban detaining gay illegal immigrants."
0,"And I'm not even sure that he shouldn't have just gone and taken the Fifth Amendment and said, 'Look, I don't get along with this man, Starr. He's after me. He's a Republican, he's this, he's that,' and you know, just taken the Fifth Amendment. It's a terrible thing for a president to take the Fifth Amendment, but he probably should have done it. if you are innocent, do not remain silent. You look guilty as hell! Her staffers taking the Fifth Amendment, how about that? You see the mob takes the Fifth. If you're innocent, why are you taking the Fifth Amendment? Her staffers took the Fifth Amendment and got immunity deals. It's worse than Watergate. Her staffers took the Fifth. So many people took the Fifth Amendment there was nobody left! When you have your staff taking the Fifth Amendment, taking the Fifth so they're not prosecuted, when you have the man that set up the illegal server taking the Fifth, I think it's disgraceful. And believe me, this country thinks it's  really thinks it's disgraceful, also. I once asked, 'If you're innocent, why are you taking the Fifth Amendment?' Now I know the answer to that question. When your family, your company, and all the people in your orbit have become the targets of an unfounded,"
0,"He wants America's sons and daughters to go die in Ukraine. I will look at a camera and directly tell Zelenskyy, 'You better leave your hands off of our sons and daughters, because they're not dying over there.'"
1,CEOs are now making 400 times more than their average worker.
1,"We pay far more for health care than any other country in the world, yet we have far worse outcomes than any other country in the world."
0,"We remind you that Russia has never attacked anyone throughout its history. And Russia, which has survived so many wars, is the last country in Europe that even wants to utter the word 'war.' Russia has never attacked anyone throughout its history."
0,"If this program is really supposed to be about importing workers with highly advanced degrees in science and technology, why are H-1B guest workers being employed as dog trainers, massage therapists, cooks, and English teachers? Can we really not find English teachers in America? H-1B guest workers are being employed as dog trainers, massage therapists, cooks, and English teachers."
1,"A letter to Trump from 22 senators is a way of saying to the president, You are now under an affirmative requirement, legal requirement, to investigate Khashoggi's suspected murder."
1,"Mandates ignore the natural immunity many first responders gained from getting the disease earlier in the pandemic. They compared the protection from a previous infection versus the Pfizer protection. They found that Pfizer did provide protection, but the natural immunity was far stronger."
1,"There's only one other senator from either party over the last 25 years who has a worse record, who has a worse record on bipartisanship. In other words, Ted Cruz has a harder time working with members across the aisle than almost anyone else to get anything done."
0,Kamala & Walz and Ruben Gallego want to cut your Social Security. I won't let them.
1,"There is not another nation on Earth, other than the United States of America, that grants legal permanent residency to more than a million people per year."
1,Our state transportation department already has a heavy debt load and has paid more than $700 million in debt payments in just the last two years. My preference is to avoid debt when possible.
0,"I signed the CHIPS and Science Act, which attracted $640 billion in private companies' investments that are building factories, creating jobs in America again. Thanks to the Investing in America agenda, private companies have invested over $640 billion  let me say it again  $640 billion in advanced manufacturing here in America. Since President Biden took office, private companies have announced more than $640 billion in clean energy and manufacturing investments, including over $230 billion in semiconductor manufacturing. To date, the administration has now launched over 50,000 infrastructure and clean energy projects and mobilized over $640 billion in private sector clean energy and manufacturing investments. The 2022 CHIPS and Science Act attracted $640 billion in private companies' investments."
1,"Did you know West Virginia added the highest percentage of new construction jobs in 2017 in the United States, at 14.4%? This amounted to 4,300 additional jobs! In fact, WV was the only state with double-digit growth!"
1,"Of all the 62 counties in New York state, all of them, unemployment is going up except for the five counties of New York City, Cox said in a radio interview."
0,"I'm tired of this separation of church and state junk. The reason we had so many overreaching regulations in our nation is because the church complied. The church is supposed to direct the government. The government is not supposed to direct the church. That is not how our Founding Fathers intended it, and I'm tired of this separation of church and state junk. That's not in the Constitution. It was in a stinking letter, and it means nothing like what they say it does. The church is supposed to direct the government."
1,"An 11-year-old boy saved the lives of two people on the same day. He saw a friend choking at school and performed the Heimlich maneuver. Then on his way home, he saw a house fire and pulled a woman to safety. Davyon Johnson everybody."
1,Carol Miller is a multi-millionaire worth over $16 million.
0,"The nonpartisan Congressional Budget Office says with the supersized staff, the IRS audit rate 'would rise for ALL taxpayers' regardless of income, and would even result in audits of innocent Americans who have paid their taxes and don't owe the IRS anything. The proposal, by contrast, would return audit rates to the levels of about 10 years ago; the rate would rise for all taxpayers, but higher-income taxpayers would face the largest increase. However, the administration's proposal for more information reporting, as well as additional spending on IRS technology, might reduce the burden on compliant taxpayers by allowing the IRS to better target noncompliant ones and to reduce the number of audits that resulted in no change in tax assessment. A nonpartisan CBO report raised a flag about the Inflation Reduction Act's impact on all taxpayers by allowing increased audits, regardless of income and even for those who don't owe on their taxes."
0,"Yesterday, we learned the economy grew faster than expected last quarter. And this morning, we saw data showing that last month the annual rate of inflation continued to decline. So, inflation is now at its lowest point in two years. And wages are up after being adjusted for inflation. Wages are up after being adjusted for inflation."
0,"Trump got it wrong with Vance. People who voted for Trump voted for him for racist reasons. J.D. Vance is a fraud. Definitely some people who voted for Trump were racists, and they voted for him for racist reasons. I always resist the idea that the real thing driving most Trump voters was racial anxiety or racial animus."
0,Trump ran up more debt than any other President in American history. He wants Republicans to force a dangerous default if they don't get their way. We cannot let right-wing extremists hold our economy hostage.
0,"Joe Biden banned 'religious themed' eggs at the White House's Easter Egg design contest for kids, AND he announced that tomorrow is 'National Transgender Visibility Day.' Did he forget that tomorrow is Easter, Resurrection Sunday? Joe Biden and his White House have made it clear that people of faith, particularly Christians and our Bible-believing views, have no place in his America."
1,"The most recent State Budget increased funding for the Department of Tourism by 98 percent. For simplicity in the radio address you are referencing, I rounded up to 98% to avoid the need to verbalize decimals in the radio address. When visitors come to Wisconsin, we build a stronger tourism industry, which drives a stronger economy.
Visitors will spend their money here, leaving funds with small businesses throughout the state and generating additional revenues for local governments and the state government."
1,"On average, one person dies by suicide every 22 hours in West Virginia."
1,New York state has among the highest tax burdens of any state in the nation.
0,"Biden has implemented a formal policy that illegal aliens who intrude into the United States are granted immunity from deportation. Thus, when this monster showed up at our border, he was set free immediately under the program Crooked Joe created  I call it, 'Free To Kill.'"
1,"In West Virginia, our students enter in at fourth grade the first time they're tested, 37th or 38th in the nation, which is not good, but it's not horrible. By the time they're in the 8th grade, they're 46th or 47th, and then upon 11th grade testing they're near last."
0,"I'll give you one example. One's in Montana right now with Democrats suing to say, 'You should be allowed to be registered to vote in two states.' Why are they suing on that? Montana Democrats are 'suing to say, 'You should be allowed to be registered to vote in two states.''"
1,"Maybe someone should tell DOGE that government shutdowns arenâ't efficient or cost effective? The 2013 and 2018 ones (again led by House Republicans) cost our economy billions of dollars each. A government shutdown wouldnâ't hurt Musk and Trump, both billionaires, as it would 'everyday Americans."
0,"Ron DeSantis wants to raise the retirement age to  Look, I have more seniors here than just about anyone as a percentage. You know, we're not going to mess with Social Security as Republicans. I think that that's pretty clear."
0,"I learned that progressive change is possible, if we fight for it. That's how we passed paid sick leave. I'm ready to deliver on a bold, progressive agenda for Texas working families! I passed paid sick leave."
0,"I am pro-life and make no apologies for that. But I also understand that this is a representative democracy. And if the people  in this case, the Legislature  brought a bill before me, as you just stated, I would sign that. To ask a woman to go through the birth is not unreasonable when you talk about killing the life of that baby. The 1849 law is an 'exact mirror' of my position. I would not soften my stance."
1,"Facebook showed a man flying while standing on a small device, ostensibly at over 103 miles per hour"
1,"We lag behind many other developed nations in connectivity and speed, while also paying more for that service."
1,If students don't have access to internet they can call 1.844.488.8398 during the school shutdown for free internet from Spectrum.
0,Breaking news: Ohio pro-Trump U.S. Senate candidate Josh Mandel puts a photo of himself standing with Black soldiers in his latest campaign ad. The only problem is that he forgot to photoshop the hands that clearly show he put his face on the body of a Black soldier. Occupy Democrats said Mandel doctored an image in a campaign ad but 'forgot to Photoshop the hands that clearly show he put his face on the body of a Black soldier.'
0,"Tyson laying off 1,200 workers after closing its pork factory in Perry, Iowa, only later to announce 52,000 jobs for migrants."
1,"By the way, negotiating drug prices, alongside other provisions of this law, isnâ't just going to put more money back in the pockets of millions of Americans across the country. Itâ's also going to lower the federal deficit.
According to the Congressional Budget Office, it will save the federal government $160 billion over the next 10 years because Medicare will be paying less for the prescription drugs theyâ're making available to seniors."
1,"Manchin said, I was the only member of the Senate,  Republican or Democrat,  who has consistently voted against efforts to use the so called nuclear option to change the rules of the Senate."
1,"You are 17 times more likely to go to the hospital if you're not vaccinated, 20 times more likely to die."
0,How are we supposed to get our girls used to the fact that biological boys are in their locker rooms? And then we wonder why a third of our teenage girls seriously contemplated suicide
0,New York Governor Kathy Hochul being denied entry into the wake for slain NYPD officer Jonathan Diller. Gov. Kathy Hochul was filmed being confronted by an emotional mourner on her way out of a short visit to the wake for slain NYPD hero Jonathan Diller Friday afternoon  with bystanders applauding as she made her exit.
1,The Georgia House passed a bill that makes it a misdemeanor to give food or water to voters waiting in line.
0,"I'm very concerned about crime in Richmond and the city should rededicate itself to public safety strategies from my days as mayor. When I became mayor of the City of Richmond in 2004, the crime rate was at its highest. When I left in 2008, it was at its lowest. The crime rate was increasing when I became mayor and decreasing when I left. It goes beyond murder. It takes a village to fight crime."
1,Hovde supports a $4 trillion tax plan that would disproportionately advantage the well-off and profitable corporations. We need to fight for tax cuts for working families.
1,"Under any objective measure, our static compensation has failed to keep pace with economic realities. During this same period, the state median household income has risen by 67 percent."
1,"I don't know that I have ever voted for a Democrat, but if I lived in Arizona, I absolutely would. And if you care about the survival of our republic, we cannot give people power who will not honor elections. We must have elected officials who honor that responsibility."
0,"Florida sort of had a mandate because they were giving the vaccine, they were demanding everybody take the vaccine. And now what's going to happen is we'll have it and people won't want to take it. That's really bad. Ok, that's really bad. The vaccine will be safe. "
0,Imagine. Endless Love.
1,The vast majority of crime that is gun related is committed by people who illegally are possessing that firearm.
0,"We created the most secure border in U.S. history, built nearly 500 miles of border wall. built nearly 500 miles of border wall. Trump's claim over-states his accomplishments given that most of the southern border was fenced previously anyway. I built nearly 500 miles of border wall."
0,"Great to catch up with everyone and talk about our efforts to ensure independent cattle producers have fair market access & to push back on California's bacon ban. California's radical effort to ban agriculture products grown and raised in states like Iowa is not just an attack on our hardworking farmers and producers, it's an attack on anyone who likes to eat bacon for breakfast."
1,"194,000 criminal aliens booked into Texas jails from 2011-2019 were charged with more than 299,000 criminal offenses."
1,Now there are reports that Iran has stockpiled 10 times as much enriched uranium as it had when President Barack Obama and Biden left office.
1,"Some have advocated for moving to an absentee only election or mailing every registered voter in the state a ballot. Currently, this is illegal."
1,"Prices of things like televisions and toys are going down, and it's good news for the holiday season.Used car prices fell for the fifth month in a row. New car prices didn't go up this month. For the last several months, wages have gone up more than prices have gone up."
1,Texas Republicans just voted to give a Republican appointee the power to single-handedly CANCEL election results in the state's largest Democratic county.
1,Inflation has gone up every month of the Biden presidency and just hit another 40-year high.
1,"At least three or four of the pieces that are in the Republican lame-duck legislation, Walker ""has vetoed previously."
0,"Official data shows children are up to 52 times more likely to die following COVID-19 vaccination than unvaccinated children & the Office of National Statistics is trying to hide it. In England, official data shows children are up to 52 times more likely to die following COVID-19 vaccination than unvaccinated children."
0,"New Zealand okays euthanasia for COVID patients. 'Patients admitted to hospital with COVID-19 can die by euthanasia if doctors decide they might not survive, the New Zealand government has declared.' That'll certainly increase the numbers. There's evil afoot. There is no truth to claims that suggest the law was introduced for COVID-"
0,"To learn who rules over you, simply find out who you are not allowed to criticize. You mustn't question Fauci, for he is science."
1,"A major game-changing incident took place after the National Guard stormed the border to protect the immigration laws and defend citizens from having nearly 2,000 people break into America illegally."
0,"So, you say that kids aren't old enough to know right from wrong when they commit a crime, but somehow permanent bodily changes, that, when you're 3 years old, you've got it all figured out? Stop using that empty rhetoric and start talking about the reality of why you believe that mutilating kids who don't even know what day it is or their colors can decide to permanently change themselves in a way that harms them for the rest of their lives. Kids who don't even know what day it is or their colors can decide to permanently change themselves."
1,"Five veterinary labs have their CLIA certification to officially test human patients.There are a lot of labs who are doing surveillance testing that don't need the CLIA certification. It's the same machines, the same science."
1,"The state of Florida has set a standard for this country. Our tax burden, and we have no state income tax, you all should try that some time. It works pretty good. We have the second lowest tax burden per capita in the United States."
1,"The text does not contain any direct quotes attributed to ""Viral image."" It primarily discusses the use of AR-15 style rifles in mass shootings and provides factual information about various incidents. If there are specific quotes you are looking for or if you meant a different source, please clarify."
1,"It is embarrassing that 30,000 veterans in North Carolina have no health insurance and if we expand Medicaid 23,000 of them will."
0,"I don't know you well, but I've been impressed by our interaction, and you've been gracious and charming. Why in the world would you call Secretary of Defense Rumsfeld and George W. Bush war criminals in a legal filing? It seems so out of character for you. You referred to the secretary of defense and the sitting president of the United States as 'war criminals.' Now, I don't understand the difference between calling somebody a 'war criminal' and accusing them of war crimes."
1,The law says that the General Services Administration has a person who recognizes who the winner is. And then they have to have access to all the data and information that the government possesses to be prepared.
0,Milwaukee's hotels and restaurants are already filled during the summer. The RNC convention will simply replace those who normally visit our city. Anyone in their right mind who works in and around downtown Milwaukee is going to take that week off.
