statement,label
"Says Texas lawmakers agreed to cut states rainy day fund in half, spending $4 billion from current $8 billion.",0
The entire state of Florida led the nation last year with the most prison inmates committing tax fraud.,1
The health care numbers are going up.,0
"Now, New York is doing billboards telling people come, come to New York from Florida. You know, they're wasting taxpayer money on doing that. I don't know why they would do it. New York City is wasting taxpayer money on"" placing billboards in Florida.",0
Says a new national poll shows the majority of the American people believe we should have a gold standard for U.S. currency.,0
"Part of the increase in the cost (of higher education) has been because state support has dropped. We now spend, under Governor Walker, more on corrections than we do on higher education.",0
Says state Rep. Fred Clark (D-Baraboo) ran a red light and seriously injured a bicyclist.,1
52 jobs have been saved or created in Florida's 34th Congressional District.,0
"Youll find blacks in almost every regiment throughout the South who fought right alongside white Southerners, during the Civil War.",0
"We will not defeat Donald Trump with a candidate who in 2015 stated, and I quote: 'I, for example, am not in favor, have never been in favor of raising the minimum wage'.",1
"The Obama administration originally wanted 10,000 troops to remain in Iraq -- not combat troops, but military advisers, special operations forces, to watch the counterterrorism effort.",1
Women earn only 77 cents for every dollar earned by men in the same position.,0
The Austin Independent School Districts graduation rate reached an all-time high of 82.5 percent in 2012.,1
Charlie Crist signed into law an automatic 15 percent annual tuition increase that put college further out of reach for many Floridians.,0
On the way the federal government should spend Floridas rejected high-speed rail money.,0
"Given the results of the primary, the vote of one New Hampshire superdelegate is equal to the votes of about 10,000 grassroots activists.",1
Ohio has lost more population than every other state in the country except for two.,0
"We rank below Ethiopia, Im told, in terms of our exports per capita, well below any of the other developed countries we trade with, and well below China and (South) Korea.",0
"On immigration reform, Marco Rubio all along has been saying, We have to have border security first and then he gets on Spanish TV, he ends up saying, No, no. That will never get in the way.",0
"[W]e see Americas prison population exploding, with America having a greater percentage of its people behind bars than any other nation in the world!",1
"Of our 98,000 teachers who are K-12, over 53,000 of those teachers today are over 50 years old.",0
The governor having a meeting ... isnt covered by the open meetings act.,1
"A bill to cap carbon emissions could cost Ohio 100,000 jobs.",0
No Bridge to Nowhere could occur.,0
"Last year alone, natural disasters in America caused $178 billion in damages.",1
"There is a provision in the economic stimulus plan that means that ""students cannot meet together in their dorms, if that dorm has been repaired with this federal money, and have a prayer group or a Bible study.""",0
The legislature has long maintained that the law never allowed these illegal drop boxes and we're happy to be vindicated by today's decision. He has opposed unsecured drop boxes since they became an issue in the 2020 election. long maintained that the law never allowed these illegal drop boxes.,0
"After months of lying, Jen Kiggans' campaign confirmed today that she would support a national abortion ban. She's too extreme for Coastal Virginia. Jen Kiggans praised a national abortion ban bill when it was introduced and then refused to follow up with reporters when asked for more details on her position. Women's reproductive health is on the ballot this November and we will not apologize for responding to the rare statements that she makes on this issue. Jen Kiggans' campaign confirmed today that she would support a national abortion ban.",0
"Twitter, Google and Facebook are burying the FBI criminal investigation of Clinton. Very dishonest media!",0
Says state workers have not had across-the-board raises in six years.,1
"Valdez said: First of all, I come from the poorest ZIP code in San Antonio and I had to struggle to get to where I am.",1
Forty-three million Americans are on food stamps.,1
Says Tammy Baldwin had the opportunity to vote to honor the victims of 9/11 and she voted against it.,0
On an early date for Floridas presidential primary,0
"The CNBC debate was supposed to be three hours, and he renegotiated it down to two hours.",0
As many as a quarter of our students arent even finishing high school.,1
"Since Barack Obama became president of the United States, 95 percent of economic gains have been made by the richest 1 percent.",1
One-hundred times as many people worked their way from poverty into the American middle class during his presidency compared to Ronald Reagans presidency.,0
Broward Countys unemployment rate of 5.3 percent is the lowest in Florida.,0
"In 2011 alone, 269 New Jerseyans were killed by gun violence.",1
"Claims that former Sen. Tom Daschle said, ""Seniors should be more accepting of the conditions that come with age instead of treating them.""",0
"In fact New Jersey is a donor state, we get 61 cents back on every dollar we send to Washington. And interestingly Kentucky gets $1.51 on every dollar they send to Washington.",1
Recent solar energy policies in Georgia have resulted in rate hikes and did not result in solar becoming any more economically viable.,0
700 jobs (were) lost because Allen Boyd voted for the health care bill.,0
The climate hasnt warmed in quite a few years. That is proven scientifically.,0
Says she voted for a statewide fracking ban.,0
"Says he has a fiduciary responsibility to his business, his family and his employees to pay no more tax than legally required.",0
Rhode Island continues to have the highest rates of substance abuse in the country.,1
"Says Mitt Romney said at a January 2012 debate that under Paul Ryans tax plan, Id have paid no taxes in the last two years.",0
Congress is a very special group of people. More than 80 percent of them never left the United States.,0
The actual deportations from the interior of the country are way down under President Obama.,1
"Says 220,000New Yorkers would have immediately benefitted had President Obamas executive action been affirmed.So almost a quarter million of our fellow New Yorkers who are hurting right now whose rights and opportunities were taken away by the Supreme Court.",0
"There's a better ratio of testing for the coronavirus in other countries than we maintain here. We're actually screening fewer people because we donâ't have appropriate testing.""",1
Undocumented students who qualify for in-state Oregon tuition are actively working toward U.S. citizenship.,0
Providence is one of the busiest fire departments for its relative size in the country.,1
Georgia ranks No. 9 in the rate of women murdered by men.,1
"Over the last four years, the deficit has gone up, but 90 percent of that is as a consequence of President George W. Bushs policies and the recession.",0
"The Senate version of the economic stimulus package includes ""millions of dollars to World War II Filipino veterans in the Philippines.""",0
"We spend more on health care than any other country, but we're ranked 47th in life expectancy and 43rd in child mortality.",1
Vance profits off Russia propaganda. Is it any wonder he 'doesn't really care what happens to Ukraine?',0
A database police use to look up wanted suspects excludes certain warrants issued by Atlanta Municipal Court.,1
Says Nevada lawmakers voted to allow teenaged boys to shower with your teenaged girls in public school locker rooms.,0
I have disagreed strongly with the Bush administration on this issue of global warming.,1
"Thurbert Baker kept a teen in jail ""who didn't even commit a felony.""",0
"25,000 businesses have been created since (Scott) Walker took office.",0
Said they reached a power-sharing agreement with Republican Lt. Gov. Casey Cagle,0
Offshore wind power is significantly less expensive than solar energy.,1
"Black voter turnout in 2012 exceeded the rate of white voter turnout, even in the states with the strictest voter ID laws.",1
Says Milwaukee County Executive Chris Abele eliminated sheriffs office funding for providing security for presidential and presidential campaign visits.,0
Says Jon Runyan voted to end programs to aid homeless veterans.,0
"Amendment 2 will put almost 2,000 pot shops in Florida ... more pot shops than Walmart and Walgreens combined.",0
"In more than 60 cases, in state after state after state, and then at the Supreme Court, judges, including people considered his judges, Trump judges  to use his words, looked at the allegations that Trump was making and determined they were without any merit.",1
"In 2017, West Virginia's $43,469 median household income was $16,867 below the national average, ranking 50th, according to the U.S. Census Bureau.",1
We do not want to raise anybodys tax rates. Thats never been on the table.,0
Kelly Ayotte has voted four times against the federal Paycheck Fairness Act.,1
Austin mayoral candidate Steve Adler has never been active in anything that has to do with City Hall.,0
Says were losing one voter every 13 minutes.,1
The economy is too weak to raise income levels.,1
Says Florida is one of a few or perhaps the only state that has a statewide review of local land use and zoning decisions.,0
Latin Americas economy is almost as big as the economy of China.,0
Texas has a higher incarceration rate than Russia or Iran.,1
"If Texas decides they want to do that, they can do that.  If that whole state says, 'We don't want to be part of America anymore,' I mean, that's their decision to make. What I do think they have the right to do is have the power to protect themselves and do all that. Texas has talked about seceding for a long time. The Constitution doesn't allow for that. But what I will say is  where's that coming from? That's coming from the fact that people don't think that the government is listening to them.",0
Eighty-five percent of governments running right now. Only 15 percent of government spending is shut down.,0
We cut taxes for 95 percent of working families.,1
"Says budget savings by reducing pay and benefits for federal employees total $103 billion over 10 years -- more than $50,000 per worker.",1
The countrys bankrupt.,0
"We believe in Jesus, the truth and the way. Barron Trump singing on America's Got Talent. everyone on shocked.",0
"""I want you to think about if you were a student, and this block was a college campus, if you would be punished for some of the actions that you do on a daily basis. Did you know that on most campuses, you cannot destroy a chalked message unless you were the one that wrote it?""",1
"Says a new report proves the stimulus supported by N.J. Democrats cost $278,000 per job.",0
The Bush tax cuts helped to create a substantial part of the deficit.,1
There is a constitutional issue that affects the paychecks of members of Congress during a shutdown.,1
"Arizona schools rank 45th in the nation, dead last in funding per student.",1
Georgia has led the nation in student fatalities caused by motorists illegally passing stopped school buses.,1
Comic strip says government study shows Head Start has little or no impact on the children its supposed to help.,1
Says Obama sent $450 million to China to build a wind farm in Texas.,0
Says Rick Perry doubled spending in a decade.,0
"Obama said his proposed $1,000 emergency energy rebate ""will be enough to offset the increased cost of gas for a working family over the next 4 months.""",1
Says Democratic recall opponent Mahlon Mitchell sent a letter encouraging folks to boycott more than 100 companies.,0
"When Standard Poors dropped our credit rating, what they said is, we dont have an ability to repay our debt. ... I was proved right in my position that the debt ceiling should not have been raised.",0
Says Hillary Clinton will receive her congressional salary until she dies and the Secret Service pays her mortgage.,0
"For over a decade, Ron Johnson has refused to fight for working Wisconsin families. Now, Ron Johnson is promising that if the GOP takes the majority, they are going to raise taxes on middle class workers and phase out Social Security and Medicare. Ron Johnson supports the new Republican plan that phases out Social Security and Medicare.",0
On whether the governor of Massachusetts should be able to appoint an interim U.S. senator,0
"We could save all the oil that they're talking about getting off drilling, if everybody was just inflating their tires and getting regular tune-ups.",1
"Says according to the FBI, more people are killed each year with hammers and clubs than rifles.",1
Says Bernie Sanders opposes requiring all children to have a K-12 education.,0
Most of the people who have signed up through the Obamacare exchanges already had insurance.,0
"West Virginia coal, oil, and gas will lead the way to America being energy dominant again; we just need to get the government out of the way. #WVEnergy #wvpol Gas prices up 63% in just 31 months under Biden administration. Gasoline prices are 'up 63%' under Biden.",0
An independent payment advisory board created by the health care reform law can ration care and deny certain Medicare treatments.,0
"Ken Hodges badly botched this investigation and, as a result, justice wasnt done in this case.",0
"Economic inequality in Multnomah County has a face -- and a name. It has 90,000 faces and names -- the number of county residents who are still unemployed, or underemployed, in the wake of the 2008 Wall Street crash.",0
"Most federal employees do not have collective bargaining for benefits, nor for pay.",1
"If there was ever any doubt that Clinton was behind the Russia hoax, that's officially gone. Durham's documents show that Hillary Clinton hired people who hacked into Trump's home and office computers before and during his presidency, and planted evidence that he colluded with Russia. Yeah. You heard that right. Hillary broke into a presidential candidate's computer server and a sitting president's computer server, spying on them. There, her hackers planted evidence, fabricated evidence connecting Trump to Russia, then fed that doctored material to the feds and the media. Durham's documents show that Hillary Clinton hired people who hacked into Trump's home and office computers before and during his presidency, and planted evidence that he colluded with Russia ... fabricated evidence connecting Trump to Russia.",0
Says he represents or has represented about half the San Antonio-rooted district in which he seeks election.,1
"When it comes to farming and agriculture, we know that there is a direct connection between discriminatory policies within the USDA and the enormous land loss we have seen among Black farmers over the past century",1
Says Ron Johnson voted five times for tax breaks that help companies ship Wisconsin jobs overseas.,0
"In the first round of repayments from financial institutions that received TARP money, the government has actually turned a profit.",1
Says Oregon is one of only three states that allow the use of gillnets on inland waters.,0
"Says Ted Cruz has pledged to eliminate the U.S. Department of Education, which would end federal aid to college students.",0
"Says Tammy Baldwin supports a law in which government will take over your decisions on medicine, on doctors and on hospitals.",0
"Citizens in **MANY** areas of the U.S.A. are startled that tanks, troops, assault aircraft are BEING DEPLOYED on the streets throughout the U.S.A. today, Saturday, June  This is not a drill  this is war prep. Don't be alarmed! Those types of vehicles were on display for the public. Why is Canada putting military hardware into one of its largest cities on a Saturday?",0
Borrowing in my 2015-17 state budget is less than half that in my predecessors last budget and the lowest it has been in a decade.,1
"Biden said 10,000 businesses likely wont reopen due to COVID-19, and that the health crisis is significantly affecting small and minority-owned businesses",1
Says Donald Trump is a guy who has called for privatization of the Veterans Administration.,0
"Bill Heller raises taxes. Property taxes. Small business taxes. He even wants to tax the Internet. Mr. Heller said no to balancing the federal budget, that puts more debt on our kids.",1
"Ron DeSantis voted to cut $473 billion from Medicare. DeSantis' vote for the budget resolution can reasonably be viewed as a statement of support for reducing Medicare spending. But the vote did not, in itself, actually reduce Medicare spending. The U.S. needs to start to restructure the program in a way that's going to be financially sustainable, both Social Security and Medicare. DeSantis voted to cut $473 billion from Medicare.",0
An attack on a healthy 22-year-old homosexual man would be more protected under the law than an attack on an eight-year-old child.,0
"If your plan is the result of collective bargaining, no subsequent changes by anybody -- insurance companies, Obamacare -- can force your grandfathered policy to change.",0
What were the old annual deficits under Republicans have now become the monthly deficits under Democrats.,0
Protesters attacked the groups headquarters with graffiti on the sidewalk and stenciled images smeared on the building and statue.,0
"Ive cut taxes for ... middle-class families, small businesses.",1
We have the lowest percentage of Americans working today of any year since 1977.,1
Tennessees appeals court judges were selected by a handful of party officials in Nashville before the system of merit selection was put into effect.,1
"In 2006, Donald Trump was hoping for a real estate crash.",1
On a government spending freeze.,0
"FYI: the last statewide recount in WI was in 2016. After that recount, the vote margin changed by only 131 out of the 2.7 million votes cast.",1
"On the day the House voted on the climate change bill, there was not even a copy of the bill in the well of the House, which is standard. It wasnt even written.",0
Florida is considered the fourth-largest gambling state in the nation.,0
"The idea that there's political violence or violence in America like this is just unheard of. It was just not appropriate. And we  everybody  everybody must condemn it. Everybody. We must not go down this road in America. We've traveled it before throughout our history. Violence has never been the answer, whether it's with members of Congress in both parties being targeted in the shot, or a violent mob attacking the Capitol on January 6th, or a brutal attack on the spouse of former Speaker of the House Nancy Pelosi, or information and intimidation on election officials, or the kidnapping plot against a sitting governor, or an attempted assassination on Donald Trump. There is no place in America for this kind of violence or for any violence ever. Period. No exceptions. We can't allow this violence to be normalized.",0
Lindsey Graham endorsed Charlie Crist for U.S. Senate.,0
Wendy Davis is the most popular politician in Texas.,0
Massachusetts is reporting a trend far below the national trend in the escalation of health-care costs in this year.,0
If Senator Clinton or John McCain had stood up in previous years for increases in fuel efficiency standards . . . then we would not be in this same situation in the first place.,0
Says Ken Cuccinelli tried to make it more difficult for mothers to obtain divorces.,0
Says the GOP is helping pay for Justice Rebecca Bradleys campaign and she recently skipped court to attend an event paid for by Scott Walkers lobbyist friends.,1
The state-hired company that evaluates state-mandated student exams goes on Craigslist to get examiners to read our students essays.,0
The ratio of corporate profits to wages is now higher than at any time since just before the Great Depression.,1
On recusing herself from cases after receiving a campaign contribution,1
An effort to repeal voting-reform legislation would be the first time in Ohio history where a bill has been passed to stop a referendum.,1
"When they passed that consent decree, it invalidated all voter ID law. Absolutely that's what the consent decree did and you allowed it to happen. allowed fraudulent ballots to be accepted into the race. a consent decree approved by Kemp 'invalidated all voter ID law' and 'allowed fraudulent ballots to be accepted into the race.'",0
Says Mike Enzi is getting about 84 percent of his campaign funds from Washington-based PACs. Thats more than any senator of either party.,1
Says Gov. Rick Scott cut state funding for PBS.,1
Several news articles and websites said that a school principal banned candy canes. A principal wrote a memo to staff banning candy canes and said it was a symbol of Jesus. ,1
"The ability to do it is currently under discussion at the international level. Yes, and I know it sounds preposterous   The ability to do it is currently under discussion at the international level. The WHO's pandemic preparedness plan will be used to silence podcasters and eliminate 'national and personal sovereignty.'",0
"When President Obama landed in Cuba on Air Force One, no leader was there, nobody, to greet him -- perhaps an incident without precedent in the long and prestigious history of Air Force One.",0
Any Floridian who has ever requested an absentee ballot henceforth gets one automatically.,0
"Obama's proposed budget doubles the debt in five years, triples it in 10 years.",1
Were not engaged in nation-building in Afghanistan.,0
Undocumented immigrants pay $12 billion of taxes every single year.,1
Says Obama broke his promise to offer a comprehensive immigration bill in his first year.,1
"$5 trillion to the national debt. You compare that to Florida, for instance  in the last five years, spending has gone up 30% ... Ron DeSantis had spending going up at an average of 6% a year in Florida for his first five years. I am talking about pure government spending. You can give whatever excuses you want. I am willing to say no to more federal spending. In the last five years, spending has gone up 30%.",0
We rank 38th in wages. ... (Rick Scott) goes out around the country and advertises that to other states.,0
"As of September 2018, there are 6,683 WV children in foster care, 1,415 of whom are legally eligible for adoption.",1
There is a growing body of evidence that radiation in excess of what the government says are the minimum amounts you should be exposed to are actually good for you and reduce cases of cancer.,0
"Health care reform: Everything about it is going to raise costs, raise taxes and lower the quality of health care.",0
Brewpubs cant sell growlers of their beer to customers.,1
"Mitt Romneys pledged to protect (oil companies) record profits and their billions in special tax breaks, too.",0
Money towards the Ebola vaccine is basically cut in half to what it was. More cuts are coming under the congressional sequester.,1
The government does not need a warrant to read your old emails.,1
"Look, the earmarks have come down significantly, 75 percent.",0
"Says opponent Bill Flores helped run a company that laid off over 3,000 workers and paid off executives with millions.",0
Theyre saying that 40 percent of the traffic that goes over [the Sakonnet River Bridge is from] out of state.,1
Weve saved over $100 million of (health care) costs in Milwaukee County. I did that.,1
Under Gov. Romneys definition ... Donald Trump is a small business.,0
Twenty-five percent of our kids in foster care are there because their parents are involved in drugs.,1
"Studies suggest the 2017 College Football Playoff Championship game will bring about 1,700 to 1,800 full-time jobs.",0
"Say this biennium, liquor sales account for nearly $1 billion in the state budget.",0
The Russians didnt wear uniforms when they came in to Ukraine.,1
"After they bought GST Steel, Mitt Romney and his partners loaded it with debt, closed the Kansas City plant and walked away with a healthy profit, leaving hundreds of employees out of work with their pensions in jeopardy.",1
"Right now, in the average Texas fourth grade classroom, seven out of 10 kids cannot read at grade level.",1
CEOs now earn 431 times what their workers earn.,0
"Obamas flush with cash, returning to Wall Street for even more money. Wall Street sure supports President Obama.",0
"The American people say, dont touch Social Security, dont touch Medicare, dont cut defense. Thats 84 percent of the federal budget.",1
Says Alex Jones said that the victims of the Sandy Hook massacre were child actors and no one was actually killed there.,1
"Bennie Thompson actively cheer-led riots in the '90s. So, he had no problem with violence against the police then. My position is that people are entitled to live as they choose, so long as they are law-abiding and peaceful.",0
Says Gov. Rick Perry is spending Texans hard-earned money to live like Louie XIV.,0
Rand Pauls speech ... on Gattaca was totally ripped off of Wikipedia.,1
"In South Florida, weve had nine inches of sea-level rise since the 1920s.",1
"Were seeing now 30 straight months of private-sector job growth, 4.6 million jobs created.",1
"It was a heart-stopping moment. She was asked about gasoline prices and inflation in America and she tried to defer to President Duda, the Polish president. It is truly horrifying to think that the vice president of the United States lacks confidence so extremely on our domestic issues that she wants the president of Poland to discuss our gas prices and our inflation. And then she starts stammering about the Black Sea and reading her notes.",0
"It was never about sending Black children to white schools. It was about parents being able to decide where to send their children to school after all. Brown v. Board was about parents who wanted to send their children to the school of their choice. During segregation, Black students were denied access to white public schools, which often had superior resources than the Black schools. Black families had no choice but to send their kids to inferior schools. Today, many of the public schools in low-income areas are unaccredited or low-performing. Just as parents did not have options during legalized segregation, many do not have affordable options now, with low-income and children of color too often relegated to failing public schools.",0
Says the Tennessee Wildlife Resources Agency brought coyotes into the state to try to keep the deer population down.,0
SaysHillary Clinton took 13 hours to send help to Americans under fire during the terrorist attack in Benghazi.,0
"By voting to approve [Question 1], we can . . . save 900 jobs at Twin River.",0
"$120,000 will be spent by taxpayers on Charlie Crists political photo-op special session.",1
"\u201CThirty-four percent of Hispanics don\u2019t have any health care at all, don\u2019t have any health insurance.\u201D",1
Says Peter Kilmartin has only three years experience in his own law practice.,0
Did you know that the U.S. is one of the very few nations in the world without an official language?,1
"Barack Obama, right now, No. 1, over seven years has dramatically degraded our military.",0
Four (maybe five) Latinos have served on the Austin City Council.,1
"""Black women in the United States of America are three to four times more likely to die in connection with childbirth than other women,"" Harris said at the New Orleansevent. ""And we know that there are a variety of reasons for that. But we also know that this is a health care crisis of the highest order that has received very little attention proportionate to the seriousness of the matter.""",1
Says he balanced the Milwaukee County budget without raising taxes five years in a row.,0
"Hillary interned with Bob Treuhaft, the head of the California Communist Party.",0
Ohio is doing better right now than the national average on all the (economic) numbers.,0
Bill McCollum holds the same position on (embryonic stem cell research) as Barack Obama.,1
One-third of all bank tellers (are) on public assistance.,1
The McCain campaign is roughly in the position where Vice President Gore was running against President Bush one week before the election of 2000.,0
"There are 300,000 babies born deformed every year in this country because of women who are alcoholics while they're carrying those children to term.",0
"I don't get involved in the hiring and firing of police chiefs. The chief of police is one of the most important jobs in any city government, requiring skills that go well beyond policing itself. I have high expectations for the Richmond Police Department, our law enforcement. At a very minimum, I expect them to be willing to come around the table with the community to reform and reimagine public safety. Chief Gerald Smith rose to the top. I think he's the sort of leadership we need in this time in the city of Richmond.",0
Sheldon Whitehouse voted for a $525-billion tax increase on the middle class.,0
"In Montana, we cherish our public lands. But Tim Sheehy called to transfer them off, so the ultra-rich can buy them up. In Montana, we value our privacy and freedom. But Tim Sheehy wants to let politicians come between a woman and her doctor. Public lands are federally managed, which means the federal government shoulders the costs of maintaining that land. When lands are transferred out of federal management into state- and local-level management, the state cannot afford to shoulder the costs, and the lands are consequently sold off to private entities. In Montana, we cherish our public lands. But Tim Sheehy called to transfer them off, so the ultra-rich can buy them up.",0
"President Obama has no plan to reduce the deficit, let alone pay down the debt.",0
"There are 30,000 people that have been killed with seat belts.",0
"Clinton has ""raised the most money from Washington lobbyists ... from the health industry, drug companies, health insurance companies (and) the defense industry.""",1
"The Department of Justice, under the Obama administration, disagrees with the decision Judge Sotomayor made in the Ricci vs. DeStefano case.",0
Says Illinois Democrat David Gill would end Medicare.,0
"Al Sharpton went to Ferguson, Mo., and is declaring as a matter of fact that ...Michael Brown didnt use any deadly force or posed no deadly threat to the officer.",1
"John McCain ""said publicly that Hillary Clinton would make a good president.""",1
"There is not one of the Muslim nations that doesnt have discrimination against women, discrimination against gays, subjugation of other religious beliefs.",0
"(Jeff) Atwaters busy helping his friends and wasting our tax dollars -- $48 million for a government building so lavish its dubbed the Taj Mahal, $100,000 for a golf musuem, and $110 million to build a private prison to help a big contributor.",0
"Says the man who rushed the stage at him in Dayton, Ohio, had chatter about ISIS, or with ISIS in his social media posts.",0
"Over 214,000 doctors opt out of Obamacare exchanges.",0
Mr. Warren compared same-sex couples to incest.,0
"In 2008, Maggie Hassan voted against legislation to prevent sanctuary cities in New Hampshire.",1
Its coming. Nobody can stop this train.,0
Eight million Americans have dropped out of the work force since (Barack) Obama became president. ... The real unemployment rate is 19 percent.,0
Half the country today has either diabetes or prediabetes.,1
"The chairman of the party of Florida, who is an avid and outward supporter of Marco Rubio, gets to appoint 30 of those delegates.",0
The ratio of people working for the government and working in manufacturing today is an almost exact reversal of the situation in 1960.,0
"Despite what you may have heard about Wisconsins finances, Wisconsin is on track to have a budget surplus this year.",0
"The labor force participation rate -- the share of the potential workforce that is actually working or looking for work-- currently stands below 63%, the lowest level since the 1970s.",1
One out of every four homeless people on our streets is a veteran.,1
Says Rick Scott signed laws requiring mandatory ultrasounds and restricting access to abortion even in cases of rape or incest.,1
Says Lincoln Chafee settled a union strike by giving the teachers a 19-percent-raise.,0
Sanctuary cities such as Philadelphia refuse to cooperate with the federal government in locating suspected terrorists who are in their custody and are in the country illegally.,0
"This session, Republicans launched attack after attack on Virginia's public schools, teachers and students. They have repeatedly threatened to defund public education and their budget is proof of their true intentions. The proposed House budget cuts hundreds of millions in funding for public education, including gutting teacher pay raises by 20% and slashing tens of millions in funding for early childhood education. The proposed House budget cuts hundreds of millions in funding for public education",0
Says New Jersey Devils managing partner Jeff Vanderbeek froze all those monies during the toughest years in 08-09 and refused to give the charitable dollars that he was required to give by the contract.,1
Says hes signed a pledge not to raise taxes four times.,1
Georgias illegal immigration crackdown laws should be called the Brown Codes because of their similarity to the Black Codes governing blacks after the Civil War.,0
Says Obama promised unemployment would never go above 8 percent.,0
"Wisconsin is one of the bluest states, but under Scott Walker its unemployment rate is around 3.5%.",0
"Gas prices have doubled because Obama opposed exploring for energy in Alaska. He gave millions of tax dollars to Solyndra, which then went bankrupt. And he blocked the Keystone pipeline. So we will all pay more at the pump.",0
"We began 2020 last year with our state's fiscal health strong, our economy was growing, our wages were going up and we had more Iowans working than at any other time in our state history.",1
Says Rick Perry wrote a letter supporting Hillarycare.,0
There was a loss of eight million jobs during the Bush eight years.,0
"Biden said he's one of the first guys to introduce a climate change bill, way, way back in '87.",1
There is nothing in the Constitution that says ordinary citizens have a right to see what we spend our tax dollars on.,0
"John McCain ""voted against the tax cuts of 2001 and 2003, wrongly claiming they helped only the rich.""",1
Regime change (in Iraq) took eight years,0
Austin is the largest city in the U.S. or Texas with no geographic representation on its city council.,1
We put $330 million in general school aids -the largest in more than a decade.,1
Why is President Obama unnecessarily delaying your flight? FAA could cut other spending.,0
"Says Milwaukee blacks have 55 percent male unemployment, 60 percent truancy, a 50 percent graduation rate, the worst reading scores and lead in infant mortality.",0
"Says Donald Trump himself contributed $100,000 to the Clinton Foundation.",1
"There is no $30 million pot of money for redistricting issues, including defending redistricting lawsuits. Your tax dollars are not being spent on anything like that.",0
"Says that since lawmakers acted, we have 130 new businesses across Texas doing helicopter hog hunts.",0
Says one of Austin City Council Member Randi Shades biggest contributors is the lobbyist for the Formula 1 racetrack planned outside Austin.,0
"As a senator, Hillary Clinton paid women less than the men in her office.",0
"Says Gov. Rick Scott lost Florida 331,247 jobs.",0
"Passage of Clinton budget bill in 1993 ""led to an enormous flowering of the economy in America.""",0
"Our intent is to continue to have a very robust foreign language program. Not in the same way that we've been doing, but through partnerships. We're looking at a new delivery system. Any student who wants to have a language experience at this institution will be able to have that language experience. Foreign languages are not a high priority nationally.",0
"In Rhode Island, 28 percent of adults released from state prisons are re-incarcerated within a year.",1
These guys are now pretty much living up to the @BruceRauner standard. And falling dismally short of the @MittRomney standard. Even Romney released his full tax returns.,1
Wisconsins effective unemployment rate is 20 percent.,0
"President-elect Trumps immigration policies are very similar to policies that are sitting right in the Senate and the House today to temporarily suspend immigration from countries that harbor terrorism, to temporarily suspend immigration from Syria until we get better vetting.",1
"To shine a light on government waste, and I found lots of it. Uncovering $350 million in waste and fraud; it led to 40 criminal charges against both Republicans and Democrats.",1
The Ukraine Orange Revolution in 2004 was the first color revolution.,0
The United Nations has conducted 172 successful peacekeeping missions and negotiations.,1
If upstate New York split from downstate the economic indicators of upstate New York would be among the lowest in the country.,1
"The 90 percent statistic ofsupporting background checks, thats been debunked.",0
Says Hillary Clinton went toe-to-toe with Russia as secretary of state to do the New START agreement to reduce Russias nuclear stockpile.,0
The United States has the highest incarceration rate in the world.,1
"Says Russ Feingold supported a stimulus plan that allowed a company to create 3,000 jobs in China.",0
"They support abortion up to and even beyond the ninth month. The concept of having an abortion in the later months, and even execution after birth. And that's exactly what it is. The baby is born, the baby is executed after birth is unacceptable, and almost everyone agrees with that. People have been looking for evidence for decades of being born alive after abortions and there aren't any to my knowledge, and that's not particularly surprising. Democrats support abortion measures that result in the 'execution' of babies 'after birth.'",0
Immigrants are more fertile.,1
"The truth is, Planned Parenthood does not provide mammograms. Planned Parenthood refers women to mammography providers, serving as the middlewoman, if you will.",1
Every (personhood) bill Ive ever support has either had language that says were conforming to the constitutional rulings of the Supreme Court or something to that effect.,0
We have the highest rate of childhood poverty of any major country on Earth.,0
Milwaukee police use deadly force at a rate that is among the lowest in the country.,0
Theres no scientific conclusion that (being gay) is genetic.,1
Screnock let a child predator walk without time and let a rapist who preyed on an underage girl go free after only an eight-month sentence.,1
"Says Gov. Scott Walkers proposed reduction in university spending is about the size of the one under Democratic Gov. Jim Doyle, but Democrats didnt treat Doyles cut as so dire.",1
"is heavily funded by the oil and gas industry, raking in more than $140,000 in donations from Big Oil and other energy interests in the short time he's been a candidate. The difference is whether or not a candidate is willing to do the fossil fuel industry's bidding. What we need to do is keep having those gas-guzzling cars, 'cause we got the good emissions under those cars. is heavily funded by the oil and gas industry, raking in more than $140,000 in donations from Big Oil and other energy interests. The amount of direct donations from the oil and gas industry to Walker's campaign is now about $190,",0
Says under U.S. Sen. Robert Menendezs watch the nations unemployment rate and debt doubled and the federal budget deficit quadrupled.,0
"In Massachusetts, Gov. Romney narrowed the gap between students of different races.",0
Seventy percent of the people in the state of New Jersey want marriage equality.,0
This is not a joke: the president wants to house illegal aliens on our nations military installations.,1
"Says Jeb Bush doesnt believe in a path to citizenship. If he did at one time, he no longer does.",1
House Appropriations Chair David Obey's partial earmark ban wouldn't apply to 90% of earmarks.,1
"Despite what Donald Trump claims, there werent 15,000 people who turned out in Phoenix to see Trump speak.",1
If Gov. Romneys plan goes into effect the average senior would have to pay $460 a year more in tax for their Social Security.,0
The Greenlight Pinellas transportation plan involves a 300% tax increase.,0
Wisconsin Gov. Scott Walkers move to limit collective bargaining rights has led to riots at the Capitol -- Its like Cairo has moved to Madison these days.,0
